"start","end","speaker","transcription"
92.94,93.13,"SPEAKER_01","Thank you."
99.68,102.58,"SPEAKER_00","Necesito que todos estos parches los tengas controlados"
103.37,109.18,"SPEAKER_00","para que si en el momento en que haga una arritmia maligna podamos hacer la descarga dependiendo del..."
109.36,111.98,"SPEAKER_00","de su evolución. ¿De acuerdo?"
112.81,114.43,"SPEAKER_00","Aparte de eso..."
114.43,114.97,"SPEAKER_01","¿Cierto?"
115.27,118.46,"SPEAKER_01","Le despierto, le pongo antagonista y le ponemos el protocolo de policía."
117.41,121.41,"SPEAKER_00","Sí, por favor, queremos hacer hoteles de Anesate, revertimos Midazolam."
120.87,120.99,"SPEAKER_01","Thank you."
122.17,124.33,"SPEAKER_00","Y tenemos que doble antiagregar."
125.29,128.31,"SPEAKER_01","Vale, ahora cuando despierte le doy un click alrededor y Adiro."
128.35,131.18,"SPEAKER_00","180 de Ticagrelor y 300 de Adiro."
132.15,132.18,"SPEAKER_01","Thank you."
132.23,132.3,"SPEAKER_01","Thank you."
133.7,136.99,"SPEAKER_00","Pones la otra media de fentanilo y la dejas pasando."
139.13,142.84,"SPEAKER_01","Vale, contactamos con el centro con hemodinámica para trabajar. Contacto."
142.1,147.38,"SPEAKER_00","Contacto yo con Hemodinámica para contarles el electro y lo que tenemos."
143.91,144.16,"SPEAKER_01","Hmm."
147.57,151.67,"SPEAKER_00","Mientras ve contándome esto, por si hace algún tipo de arritmia maligna, estoy pendiente."
152.36,157.88,"SPEAKER_01","Sí, estás pendiente también. Yo mientras voy tomando tensiones voy reevaluando, ¿de acuerdo? De acuerdo. Te quito los..."
158.27,160.33,"SPEAKER_01","Por punto. Gracias. Gracias. Gracias. Gracias."
158.67,159.09,"SPEAKER_00","Bye."
160.73,161.1,"SPEAKER_01","All right."
163.47,164.55,"SPEAKER_01","Parece que se ha bloqueado, ¿verdad?"
165.32,166.67,"SPEAKER_01","Pásame el ruido electro."
167.63,171.31,"SPEAKER_01","Carlos, ¿qué tal te encuentras?"
168.71,168.78,"SPEAKER_00","Thank you."
168.81,168.95,"SPEAKER_00","Good."
174.62,175.72,"SPEAKER_01","Vamos a arroparlo un poquito."
177.12,177.34,"SPEAKER_01","Peace."
178.43,179.13,"SPEAKER_00","Sí, Carlos."
179.13,179.36,"SPEAKER_01","All right."
179.65,185.94,"SPEAKER_00","Si te das cuenta, las P las está metiendo cada una diferente a los complejos, no van a ser de complejos."
186.23,186.72,"SPEAKER_00","¿Vale?"
186.96,188.73,"SPEAKER_00","está haciendo un bloqueo AV de tercer grado."
189.22,190.14,"SPEAKER_00","Necesitamos..."
191.38,192.78,"SPEAKER_00","que lo que te he puesto antes"
193.77,195.04,"SPEAKER_00","Mira hacia abajo, por favor."
196.14,196.15,"SPEAKER_01","Thank you."
196.15,196.24,"SPEAKER_00","Thank you."
196.24,196.66,"SPEAKER_01","Perfecto."
196.66,196.69,"SPEAKER_00","Thank you."
196.98,197.84,"SPEAKER_00","Necesito que..."
198.41,199.58,"SPEAKER_00","las palas estas"
200.24,202.8,"SPEAKER_00","y esta otra, ¿vale?"
203.12,204.88,"SPEAKER_00","Para que pongamos el modo marcapasos."
205.87,205.92,"SPEAKER_01","Thank you."
205.92,205.97,"SPEAKER_00","Thank you."
205.97,206.01,"SPEAKER_01","Thank you."
206.01,207.73,"SPEAKER_00","Para tenerlo en estimulación."
208.54,211.93,"SPEAKER_00","Iníciale por 30 miliamperios, pero tienes que sedarlo."
208.61,209.53,"SPEAKER_01","Iníciale por tres minutos."
212.91,213.08,"SPEAKER_01","Okay."
213.48,218.7,"SPEAKER_00","Sí, por los 60, 30.000 amperios, hasta que veas que cada uno va a recibir su complejo."
216.47,216.79,"SPEAKER_01","Bye."
218.22,220.89,"SPEAKER_01","Vale, vamos a poner marcapasos, Javier. Vamos a subir."
221.46,223.69,"SPEAKER_01","Vamos a subir la estimulación."
224.67,227.39,"SPEAKER_01","Vas a poner la estimulación subiendo, ¿vale?"
228.2,229.68,"SPEAKER_01","para que vaya estimulando, ¿de acuerdo?"
229.99,232.42,"SPEAKER_01","Pues nada, pues aparte ponemos alguna discusión."
232.91,236.72,"SPEAKER_00","Si no está hipotenso, podemos poner una perfusión..."
236.97,241.75,"SPEAKER_00","una perfusión o de fentanilo en perfusión."
242.22,247.22,"SPEAKER_00","o Propofol para que esté sedado y no le molesten los estímulos del marcapasos."
247.13,249.17,"SPEAKER_01","¿Te parece alguna catecolamina?"
249.51,251.4,"SPEAKER_01","¿Aleudrina o adrenalina en bomba?"
251.49,252.03,"SPEAKER_01","¿Te parece?"
252.19,257.81,"SPEAKER_00","En principio vamos a sedarlo y podemos poner perfusión de Laudrina una vez que cada que consigas que cada..."
258.22,264.14,"SPEAKER_00","como ya cada uno va a estar captando una vez que lo estás captando, no hace falta poner la Laudrina."
264.14,264.16,"SPEAKER_01","Thank you."
264.16,264.18,"SPEAKER_00","Thank you."
264.18,264.38,"SPEAKER_01","Bye."
264.38,267.01,"SPEAKER_00","Ya puedes ir captando con el marcapasos externo."
265.39,265.42,"SPEAKER_01","Thank you."
267.57,271.84,"SPEAKER_01","De acuerdo, pues nada, pues espero a la orden, si hay que llevárselo a Toledo."
271.84,278.64,"SPEAKER_00","Sí, hemos hablado con hemodinámica y aceptan el traslado a la hemodinámica de Toledo como un código infarto."
272.44,274.64,"SPEAKER_01","Hemos hablado con Hemodinámica y EAS."
275.16,275.4,"SPEAKER_01","Gracias."
278.94,280.19,"SPEAKER_00","Y hacemos el traslado."
279.21,280.24,"SPEAKER_01","Hacemos el traslado."
280.24,280.31,"SPEAKER_00","Thank you."
281.07,284.09,"SPEAKER_01","Vale, vale, pues nada, me quedo con el marcapasos y tiramos para allá, ¿vale?"
284.51,285.25,"SPEAKER_01","De acuerdo."
284.75,285.18,"SPEAKER_00","Bueno, nada más."
287.94,289.0,"SPEAKER_01","Venga, pues seguimos, ¿vale?"
289.34,292.07,"SPEAKER_01","Gracias, adiós. ¿Qué tal, Carlos? Mejor un poquito..."
292.64,292.96,"SPEAKER_01","Vale."
295.39,296.41,"SPEAKER_01","Toma la protección."
296.74,297.96,"SPEAKER_01","Vamos a hacer otro electro."
