"start","end","speaker","transcription"
87.24,90.36,"medico","Toda la cara anterior tiene un descenso del ST."
90.67,92.24,"medico","Por lo tanto, es un ínfero posterior."
92.88,99.21,"medico","Tenemos que tener cuidado porque eso puede afectar al nodo sinusal y nos puede dar arritmias malignas en este tipo de infarto. ¿De acuerdo?"
92.94,93.13,"especialista","Thank you."
99.68,102.58,"medico","Necesito que todos estos parches los tengas controlados"
103.37,109.18,"medico","para que si en el momento en que haga una arritmia maligna podamos hacer la descarga dependiendo del..."
109.36,111.98,"medico","de su evolución. ¿De acuerdo?"
112.81,114.43,"medico","Aparte de eso..."
114.43,114.97,"especialista","¿Cierto?"
115.27,118.46,"especialista","Le despierto, le pongo antagonista y le ponemos el protocolo de policía."
117.41,121.41,"medico","Sí, por favor, queremos hacer hoteles de Anesate, revertimos Midazolam."
120.87,120.99,"especialista","Thank you."
122.17,124.33,"medico","Y tenemos que doble antiagregar."
125.29,128.31,"especialista","Vale, ahora cuando despierte le doy un click alrededor y Adiro."
128.35,131.18,"medico","180 de Ticagrelor y 300 de Adiro."
132.15,132.18,"especialista","Thank you."
132.23,132.3,"especialista","Thank you."
133.7,136.99,"medico","Pones la otra media de fentanilo y la dejas pasando."
139.13,142.84,"especialista","Vale, contactamos con el centro con hemodinámica para trabajar. Contacto."
142.1,147.38,"medico","Contacto yo con Hemodinámica para contarles el electro y lo que tenemos."
143.91,144.16,"especialista","Hmm."
147.57,151.67,"medico","Mientras ve contándome esto, por si hace algún tipo de arritmia maligna, estoy pendiente."
152.36,157.88,"especialista","Sí, estás pendiente también. Yo mientras voy tomando tensiones voy reevaluando, ¿de acuerdo? De acuerdo. Te quito los..."
158.27,160.33,"especialista","Por punto. Gracias. Gracias. Gracias. Gracias."
158.67,159.09,"medico","Bye."
160.73,161.1,"especialista","All right."
163.47,164.55,"especialista","Parece que se ha bloqueado, ¿verdad?"
165.32,166.67,"especialista","Pásame el ruido electro."
167.63,171.31,"especialista","Carlos, ¿qué tal te encuentras?"
168.71,168.78,"medico","Thank you."
168.81,168.95,"medico","Good."
174.62,175.72,"especialista","Vamos a arroparlo un poquito."
177.12,177.34,"especialista","Peace."
178.43,179.13,"medico","Sí, Carlos."
179.13,179.36,"especialista","All right."
179.65,185.94,"medico","Si te das cuenta, las P las está metiendo cada una diferente a los complejos, no van a ser de complejos."
186.23,186.72,"medico","¿Vale?"
186.96,188.73,"medico","está haciendo un bloqueo AV de tercer grado."
189.22,190.14,"medico","Necesitamos..."
191.38,192.78,"medico","que lo que te he puesto antes"
193.77,195.04,"medico","Mira hacia abajo, por favor."
196.14,196.15,"especialista","Thank you."
196.15,196.24,"medico","Thank you."
196.24,196.66,"especialista","Perfecto."
196.66,196.69,"medico","Thank you."
196.98,197.84,"medico","Necesito que..."
198.41,199.58,"medico","las palas estas"
200.24,202.8,"medico","y esta otra, ¿vale?"
203.12,204.88,"medico","Para que pongamos el modo marcapasos."
205.87,205.92,"especialista","Thank you."
205.92,205.97,"medico","Thank you."
205.97,206.01,"especialista","Thank you."
206.01,207.73,"medico","Para tenerlo en estimulación."
208.54,211.93,"medico","Iníciale por 30 miliamperios, pero tienes que sedarlo."
208.61,209.53,"especialista","Iníciale por tres minutos."
212.91,213.08,"especialista","Okay."
213.48,218.7,"medico","Sí, por los 60, 30.000 amperios, hasta que veas que cada uno va a recibir su complejo."
216.47,216.79,"especialista","Bye."
218.22,220.89,"especialista","Vale, vamos a poner marcapasos, Javier. Vamos a subir."
221.46,223.69,"especialista","Vamos a subir la estimulación."
224.67,227.39,"especialista","Vas a poner la estimulación subiendo, ¿vale?"
228.2,229.68,"especialista","para que vaya estimulando, ¿de acuerdo?"
229.99,232.42,"especialista","Pues nada, pues aparte ponemos alguna discusión."
232.91,236.72,"medico","Si no está hipotenso, podemos poner una perfusión..."
236.97,241.75,"medico","una perfusión o de fentanilo en perfusión."
242.22,247.22,"medico","o Propofol para que esté sedado y no le molesten los estímulos del marcapasos."
247.13,249.17,"especialista","¿Te parece alguna catecolamina?"
249.51,251.4,"especialista","¿Aleudrina o adrenalina en bomba?"
251.49,252.03,"especialista","¿Te parece?"
252.19,257.81,"medico","En principio vamos a sedarlo y podemos poner perfusión de Laudrina una vez que cada que consigas que cada..."
258.22,264.14,"medico","como ya cada uno va a estar captando una vez que lo estás captando, no hace falta poner la Laudrina."
264.14,264.16,"especialista","Thank you."
264.16,264.18,"medico","Thank you."
264.18,264.38,"especialista","Bye."
264.38,267.01,"medico","Ya puedes ir captando con el marcapasos externo."
265.39,265.42,"especialista","Thank you."
267.57,271.84,"especialista","De acuerdo, pues nada, pues espero a la orden, si hay que llevárselo a Toledo."
271.84,278.64,"medico","Sí, hemos hablado con hemodinámica y aceptan el traslado a la hemodinámica de Toledo como un código infarto."
272.44,274.64,"especialista","Hemos hablado con Hemodinámica y EAS."
275.16,275.4,"especialista","Gracias."
278.94,280.19,"medico","Y hacemos el traslado."
279.21,280.24,"especialista","Hacemos el traslado."
280.24,280.31,"medico","Thank you."
281.07,284.09,"especialista","Vale, vale, pues nada, me quedo con el marcapasos y tiramos para allá, ¿vale?"
284.51,285.25,"especialista","De acuerdo."
284.75,285.18,"medico","Bueno, nada más."
287.94,289.0,"especialista","Venga, pues seguimos, ¿vale?"
289.34,292.07,"especialista","Gracias, adiós. ¿Qué tal, Carlos? Mejor un poquito..."
292.64,292.96,"especialista","Vale."
295.39,296.41,"especialista","Toma la protección."
296.74,297.96,"especialista","Vamos a hacer otro electro."
