"start","end","speaker","transcription"
187.68,188.29,"SPEAKER_02","en la garganta."
188.74,193.5,"SPEAKER_02","Además, es importante que repose y se mantenga bien hidratada. Por ejemplo, si te cuesta dormir..."
193.84,196.68,"SPEAKER_02","Mejor que te pongas..."
198.51,204.59,"SPEAKER_02","una almohada debajo para que siempre estés en posición de 90 grados y así te sea más fácil respirar."
205.72,209.82,"SPEAKER_02","Y especialmente también es importante que se mantenga hidratada"
210.19,212.47,"SPEAKER_02","para que se eliminen todo tipo de"
213.15,213.5,"SPEAKER_02","virus."
214.34,215.37,"SPEAKER_02","Especialistas antes"
215.66,217.01,"SPEAKER_02","que comentas al respecto."
217.97,220.32,"SPEAKER_01","Estoy bastante de acuerdo con lo que él ha comentado."
220.86,228.52,"SPEAKER_01","El tratamiento para la bronquitis viral suele ser sintomático. Por ello, si no presenta fiebre ni dificultad para respirar, no sería necesario el uso de antibióticos."
229.16,232.32,"SPEAKER_01","Solo hay que tratar los síntomas y esperar a que el cuerpo se recupere solo."
234.48,247.62,"SPEAKER_02","Pues ya está, señorita Sally, no se preocupe, parece que su caso es bastante común y leve. Siempre estaremos pendientes de usted. Si vuelve a tener molestias, pásese por aquí."
248.33,256.4,"SPEAKER_02","Y generalmente debería empezar a sentirse mejor en unos días con el tratamiento, especialmente si continúa con las recomendaciones pautadas."
256.8,260.55,"SPEAKER_02","Si no hay mejora o si nota dificultad para respirar,"
260.82,263.31,"SPEAKER_02","o ven que tienen más"
263.92,266.03,"SPEAKER_02","síntomas negativos pueden venir"
267.94,271.57,"SPEAKER_02","y le atenderemos más profundamente. Pero en principio yo creo que..."
271.87,274.65,"SPEAKER_02","con el medicamento que vamos a pautar el tema de..."
275.14,279.48,"SPEAKER_01","Exactamente, la recuperación suele ser rápida, pero si cualquier síntoma cambia, es importante comunicarlo."
279.97,282.0,"SPEAKER_01","Estamos aquí tanto el doctor como yo para ayudarle."
282.75,286.01,"SPEAKER_02","Pues nada, perfecto. Entonces, si tiene alguna duda..."
286.45,288.85,"SPEAKER_02","contacte con nosotros, le dejamos aquí..."
289.27,295.8,"SPEAKER_02","Le voy a sacar ahora la receta médica para que consulte con su farmacéutico,"
296.22,296.71,"SPEAKER_02","y listo."
297.18,298.63,"SPEAKER_00","Perfecto, doctor. Muchas gracias."
298.8,301.96,"SPEAKER_02","Pues nada, Sally, si tiene alguna duda, aquí estamos."
